Ensembl Gene ID,Human Ensembl Gene ID,% Identity with respect to query gene,"Orthology confidence [0 low, 1 high]",Human Chromosome Name,Human Chromosome Start (bp),Human Chromosome End (bp)
YGL106W,ENSG00000160808,34,1,3,46857872,46882169
YGL106W,ENSG00000198336,36,1,17,47200446,47223679
YDL047W,ENSG00000119414,62,1,9,125146573,125189939
YLR241W,,,,,,
YOL031C,,,,,,
YKL077W,,,,,,
YIR006C,,,,,,
YOR119C,ENSG00000101782,24,1,18,23452823,23486603
YOR119C,ENSG00000124784,36,1,6,7389496,7418037
YER053C,ENSG00000075415,47,1,12,98593591,98606379
YKL053C-A,,,,,,
YDR292C,ENSG00000182934,32,1,11,126262919,126269144
YLR101C,,,,,,
YNL076W,,,,,,
YOL127W,ENSG00000198242,64,1,17,28719393,28724359
YKL207W,ENSG00000125037,30,1,3,9962537,10011116
YJR114W,,,,,,
YOR257W,ENSG00000203666,25,1,1,244969705,245127164
YOR257W,ENSG00000147400,56,1,X,152826973,152830777
YOR257W,ENSG00000177143,53,1,18,580357,582114
YOR257W,ENSG00000153140,57,1,5,90392261,90409786
YJR045C,ENSG00000187522,23,1,10,14838164,14871741
YJR045C,ENSG00000044574,48,1,9,125234853,125241330
YJR045C,ENSG00000204389,46,1,6,31815464,31817946
YJR045C,ENSG00000173110,46,1,1,161524540,161526910
YJR045C,ENSG00000204388,46,1,6,31827735,31830255
YJR045C,ENSG00000126803,46,1,14,64535905,64546173
YJR045C,ENSG00000109971,47,1,11,123057489,123063230
YJR045C,ENSG00000204390,46,1,6,31809619,31815065
YJR045C,ENSG00000155304,23,1,21,14371115,14383484
YJR045C,ENSG00000113013,64,1,5,138554882,138575444
YBL023C,ENSG00000073111,47,1,3,127598223,127622436
YBL023C,ENSG00000111877,21,1,6,118813442,118935162
YHR151C,,,,,,
YEL009C-A,,,,,,
YDL236W,ENSG00000184207,32,1,16,2211997,2214807
YDL236W,ENSG00000241360,29,1,22,37658727,37666934
YCL065W,,,,,,
YJL042W,,,,,,
YER051W,ENSG00000099364,2,1,16,30923055,30948783
YER051W,ENSG00000197724,24,1,9,93576407,93679587
YER051W,ENSG00000172943,28,1,X,53936676,54048958
YER051W,ENSG00000173120,25,1,11,67119269,67258087
YER051W,ENSG00000006459,26,1,7,140084746,140177035
YER051W,ENSG00000089094,26,1,12,121429097,121581015
YCL012C,,,,,,
YML081W,,,,,,
YPR075C,,,,,,
YEL057C,,,,,,
YNL175C,,,,,,
YIL041W,,,,,,
YIL030C,ENSG00000173926,4,1,5,126867714,127030808
YIL030C,ENSG00000165406,4,1,10,45454585,45594906
YIL030C,ENSG00000145495,16,1,5,10353703,10440388
YIL030C,ENSG00000099785,3,1,19,8413270,8439017
YIL030C,ENSG00000145416,3,1,4,163524298,164384050
YNL332W,,,,,,
YOR215C,,,,,,
YBR199W,,,,,,
YIL134W,ENSG00000164933,31,1,8,103398635,103415189
YIL134W,ENSG00000100372,24,1,22,40769630,40819399
YGL041W-A,,,,,,
YCR108C,,,,,,
YDR145W,ENSG00000120656,12,1,1,28589323,28643085
YER069W,ENSG00000161653,14,1,17,44004546,44009063
YPR203W,,,,,,
YNL086W,,,,,,
YOL052C,ENSG00000123505,28,1,6,110814621,110895713
YBL010C,,,,,,
YPR177C,,,,,,
YER148W-A,,,,,,
YOL103W-A,,,,,,
YDL001W,,,,,,
YBR056W,,,,,,
YMR305C,,,,,,
YOR310C,ENSG00000055044,46,1,2,202265716,202303666
YOR273C,,,,,,
YOR294W,ENSG00000179041,37,1,8,66429028,66430733
YMR038C,,,,,,
YDR542W,,,,,,
YJL020W-A,,,,,,
YGL012W,,,,,,
YBL054W,,,,,,
YKR053C,ENSG00000163082,17,1,2,222424517,222560948
YKR053C,ENSG00000126821,20,1,14,63684214,63728039
YLR412C-A,,,,,,
YJL007C,,,,,,
YOR133W,ENSG00000167658,67,1,19,3976056,3985469
YOR133W,ENSG00000108883,37,1,17,44849943,44899662
YKL138C-A,,,,,,
YML057W,ENSG00000138814,44,1,4,101023409,101348278
YML057W,ENSG00000107758,44,1,10,73436428,73496024
YML057W,ENSG00000120910,43,1,8,22440819,22541142
YJR160C,,,,,,
YFL049W,,,,,,
YPR002C-A,,,,,,
YCR005C,ENSG00000062485,57,1,12,56271699,56300392
YML028W,ENSG00000165672,58,1,10,119167703,119178833
YML028W,ENSG00000167815,66,1,19,12796820,12801859
YML028W,ENSG00000123131,53,1,X,23664262,23686399
YML028W,ENSG00000117450,59,1,1,45511036,45523047
YBL076C,ENSG00000196305,54,1,9,92210207,92293756
YJR120W,,,,,,
YGR064W,,,,,,
YGR107W,,,,,,
YEL074W,,,,,,
YGL032C,,,,,,
YHR175W-A,,,,,,
YBR070C,ENSG00000172339,30,1,1,94974407,95072945
YNL116W,,,,,,
YIL010W,,,,,,
YOL060C,ENSG00000168763,13,1,2,96816245,96833911
YOL060C,ENSG00000158158,20,1,2,96760902,96811891
YOL060C,ENSG00000119946,20,1,10,99329099,99394330
YOL060C,ENSG00000148842,23,1,10,102918293,103090221
YOL054W,,,,,,
YML094C-A,,,,,,
YGL154C,,,,,,
YCR099C,ENSG00000156395,18,1,10,104641101,105265235
YCR099C,ENSG00000134243,17,1,1,109309568,109397951
YCR099C,ENSG00000137642,26,1,11,121452203,121633693
YCR099C,ENSG00000108018,22,1,10,106573663,107164534
YCR099C,ENSG00000184985,19,1,4,7192538,7742836
YPL274W,,,,,,
YGL191W,,,,,,
YMR093W,ENSG00000164338,30,1,5,73565443,73583377
YOL027C,ENSG00000168924,27,1,4,1811479,1856247
YOL027C,ENSG00000165046,21,1,8,38386207,38409527
YJL208C,ENSG00000157036,30,1,3,38496127,38542161
YJL208C,ENSG00000167136,31,1,9,128818474,128822677
YJL214W,ENSG00000160326,20,1,9,133471095,133479137
YJL214W,ENSG00000136856,21,1,9,127397138,127408424
YIL161W,,,,,,
YDR132C,,,,,,
YAL029C,ENSG00000278259,20,1,17,36495633,36543435
YAL029C,ENSG00000266997,2,1,18,49795793,49837623
YAL029C,ENSG00000167306,35,1,18,49822813,50195093
YAL029C,ENSG00000197535,35,1,15,52307283,52529050
YAL029C,ENSG00000128833,34,1,15,52192322,52295798
YAL029C,ENSG00000196586,21,1,6,75749192,75919537
YAR053W,,,,,,
YER177W,ENSG00000128245,56,1,22,31944461,31957603
YER177W,ENSG00000108953,70,1,17,1344272,1400378
YER177W,ENSG00000175793,54,1,1,26863138,26864457
YER177W,ENSG00000170027,56,1,7,76326794,76359031
YER177W,ENSG00000166913,58,1,20,44885676,44908532
YER177W,ENSG00000134308,55,1,2,9583972,9631014
YER177W,ENSG00000164924,58,1,8,100916525,100953388
YJL086C,,,,,,
YHR028W-A,,,,,,
YNL158W,,,,,,
YOR224C,ENSG00000163882,31,1,3,184361718,184368596
YGR233C,,,,,,
YNL026W,ENSG00000100347,25,1,22,43955421,44010531
YPR179C,,,,,,
YER019W,ENSG00000135587,22,1,6,109440763,109443919
YLR015W,,,,,,
YMR141C,,,,,,
YIL091C,ENSG00000117597,31,1,1,209828007,209857565
YDL009C,,,,,,
YDR052C,,,,,,
YGL110C,,,,,,
YGL230C,,,,,,
YLR311C,,,,,,
YNR005C,,,,,,
YHL011C,ENSG00000161542,46,1,17,76309486,76384521
YHL011C,ENSG00000229937,58,1,7,18026774,18027863
YHL011C,ENSG00000147224,60,1,X,107628424,107651026
YHL011C,ENSG00000101911,61,1,X,12791355,12824222
YHL011C,ENSG00000141127,43,1,17,18840085,18931287
YDR051C,,,,,,
YOR370C,,,,,,
YKL031W,,,,,,
YPR158W-B,,,,,,
YBR120C,,,,,,
YDR397C,ENSG00000117505,37,1,1,93345888,93369498
YFL011W,ENSG00000160326,18,1,9,133471095,133479137
YFL011W,ENSG00000136856,22,1,9,127397138,127408424
YMR084W,,,,,,
YIL177C,,,,,,
YHR210C,ENSG00000143891,33,1,2,38665910,38741237
YHL048W,,,,,,
YHL002W,ENSG00000115145,23,1,2,152116801,152175992
YHL002W,ENSG00000175662,13,1,17,17843511,17972422
YHL002W,ENSG00000141198,12,1,17,54899387,54961956
YHL002W,ENSG00000100284,12,1,22,35299275,35347994
YHL002W,ENSG00000136738,24,1,10,17644125,17715914
YBR089C-A,ENSG00000164104,38,1,4,173331695,173335125
YBR089C-A,ENSG00000189403,39,1,13,30456704,30617597
YBR089C-A,ENSG00000029993,39,1,X,150980509,150990775
YBR089C-A,ENSG00000176256,33,1,1,33860475,33864791
YGR274C,ENSG00000147133,26,1,X,71366239,71532374
YGR274C,ENSG00000122728,26,1,9,32629454,32635669
YFL007W,,,,,,
YOR181W,ENSG00000106299,22,1,7,123681935,123749067
YOR181W,ENSG00000015285,20,1,X,48676596,48691427
YPR185W,,,,,,
YGR280C,ENSG00000254093,24,1,8,10764963,10839884
YML114C,,,,,,
YJL225C,,,,,,
YDR153C,,,,,,
YLR244C,ENSG00000164024,49,1,4,98995620,99062813
YLR244C,ENSG00000172878,31,1,2,171999583,172082430
YLR329W,,,,,,
YDR229W,,,,,,
YIR001C,ENSG00000205022,19,1,16,88863333,88866660
YIR001C,ENSG00000258643,18,1,14,23306835,23325369
YIR001C,ENSG00000100836,18,1,14,23321289,23326185
YFR056C,,,,,,
YDR321W,,,,,,
YHR029C,ENSG00000108187,27,1,10,68282660,68333049
YFL037W,ENSG00000196230,73,1,6,30720201,30725426
YFL037W,ENSG00000261456,70,1,10,46892,74163
YFL037W,ENSG00000137267,73,1,6,3153669,3157526
YFL037W,ENSG00000198211,71,1,16,89919165,89936092
YFL037W,ENSG00000101162,66,1,20,59019254,59026654
YFL037W,ENSG00000104833,74,1,19,6494319,6502848
YFL037W,ENSG00000176014,72,1,18,12307669,12344320
YFL037W,ENSG00000258947,73,1,16,89921392,89938761
YFL037W,ENSG00000137285,73,1,6,3224261,3231730
YFL037W,ENSG00000188229,74,1,9,137241213,137243707
YFL037W,ENSG00000261812,43,1,16,90093154,90096354
YFL037W,ENSG00000173213,69,1,18,47221,73545
YFL037W,ENSG00000074935,31,1,6,112070777,112087529
YNL170W,,,,,,
YOL091W,,,,,,
YKR042W,,,,,,
YER145C-A,,,,,,
YDL007C-A,,,,,,
YDL031W,ENSG00000123064,31,1,12,113157174,113185479
YBR148W,,,,,,
YGL123C-A,,,,,,
YIL071W-A,,,,,,
YLR246W,ENSG00000163958,21,1,3,196197449,196211437
YLR246W,ENSG00000099904,23,1,22,20129456,20148007
YLR246W,ENSG00000184307,17,1,3,113947901,113965401
YLR246W,ENSG00000156599,22,1,11,57667747,57701187
YLR246W,ENSG00000204160,23,1,1,26826710,26857602
YLR246W,ENSG00000175048,25,1,6,157381133,157678146
YLR246W,ENSG00000188706,25,1,X,129803288,129843909
YJL140W,ENSG00000144231,17,1,2,127843551,127858157
YDR169C-A,,,,,,
YML019W,,,,,,
YOR157C,ENSG00000136930,55,1,9,124353466,124415444
YOR157C,ENSG00000205220,46,1,16,67934502,67937087
YLR347W-A,,,,,,
YOR363C,,,,,,
YJL223C,,,,,,
YEL048C,,,,,,
YBL080C,ENSG00000059691,29,1,4,151670504,151761023
YNL034W,,,,,,
YJR001W,ENSG00000101438,17,1,20,38724462,38729372
YMR182W-A,,,,,,
YGR161W-B,,,,,,
YPL248C,,,,,,
YER030W,,,,,,
YER027C,ENSG00000111725,18,1,12,119667753,119681630
YER027C,ENSG00000131791,17,1,1,147155106,147172550
YER175W-A,,,,,,
YFR001W,,,,,,
YDL242W,,,,,,
YIL075C,ENSG00000173692,43,1,2,231056864,231172827
YJL104W,ENSG00000217930,32,1,16,4331549,4355607
YGL254W,,,,,,
YGL201C,ENSG00000076003,37,1,2,135839626,135876426
YGR165W,,,,,,
YDL075W,ENSG00000071082,57,1,2,101001715,101024032
YMR324C,,,,,,
YKL087C,,,,,,
YGR228W,,,,,,
YDL187C,,,,,,
YCR046C,,,,,,
YDR468C,,,,,,
YNR012W,ENSG00000198276,29,1,20,63939829,63956415
YNR012W,ENSG00000130717,17,1,9,131523801,131531268
YNR012W,ENSG00000143179,19,1,1,165827531,165911618
YHL012W,,,,,,
YEL039C,ENSG00000172115,54,1,7,25120091,25125361
Q0080,,,,,,
YDR250C,,,,,,
YOR268C,,,,,,
YDL144C,,,,,,
YLR200W,ENSG00000204220,46,1,6,33289302,33298401
YGL247W,,,,,,
YIL133C,ENSG00000142541,57,1,19,49487554,49492308
YGR286C,,,,,,
YNR006W,ENSG00000085449,7,1,2,223855716,223945387
YNR006W,ENSG00000139668,6,1,13,51584455,51767707
YNR006W,ENSG00000185359,17,1,17,81683326,81703138
YJR136C,,,,,,
YNL124W,ENSG00000145414,21,1,4,163110073,163166921
YJR079W,,,,,,
YAL005C,,,,,,
YDL158C,,,,,,
YNR047W,ENSG00000069020,23,1,5,66596361,67169595
YNR047W,ENSG00000099308,22,1,19,18097793,18151692
YNR047W,ENSG00000105613,23,1,19,12833951,12874951
YNR047W,ENSG00000120539,11,1,10,27154824,27186924
YNR047W,ENSG00000086015,24,1,1,45786987,46036124
YOL037C,,,,,,
YPL131W,ENSG00000122406,49,1,1,92832025,92841924
YHR123W,ENSG00000111666,20,1,12,101696947,101744140
YHR123W,ENSG00000134255,22,1,1,111139627,111185102
YHR123W,ENSG00000138018,26,1,2,26308547,26395891
YIL092W,,,,,,
YJR025C,ENSG00000162882,37,1,2,42767089,42792593
YKL224C,,,,,,
YBL002W,ENSG00000101812,35,1,X,104039949,104042454
YBL002W,ENSG00000146047,66,1,6,25726909,25727292
YBL002W,ENSG00000123569,36,1,X,104011147,104013687
YLR224W,,,,,,
YHL010C,ENSG00000089234,29,1,12,111642146,111685986
YPL016W,,,,,,
YOR174W,,,,,,
YOR143C,ENSG00000196511,23,1,7,144451941,144836395
YLL032C,,,,,,
YHR070W,ENSG00000126814,34,1,14,60971451,60981358
YER122C,ENSG00000149182,22,1,11,47164299,47177125
YER122C,ENSG00000242247,21,1,22,42796502,42858106
YDR184C,,,,,,
YCR075C,ENSG00000040531,28,1,17,3636468,3661542
YHR147C,,,,,,
YPR012W,,,,,,
YJR074W,ENSG00000108961,22,1,17,8288497,8290092
YOR048C,ENSG00000088930,38,1,20,21303304,21389827
YPL162C,ENSG00000248592,25,1,3,52833121,52897562
YPL162C,ENSG00000213533,25,1,3,52836219,52897596
YHL041W,,,,,,
YNL295W,,,,,,
YLR204W,,,,,,
YHR025W,,,,,,
YGL239C,,,,,,
YLR339C,,,,,,
YNL254C,,,,,,
YAL027W,,,,,,
YBR132C,,,,,,
YML027W,,,,,,
YMR213W,ENSG00000096401,36,1,6,44387525,44450426
YAR009C,,,,,,
YBR152W,,,,,,
YOR045W,,,,,,
YDR125C,ENSG00000100439,15,1,14,22598237,22613215
YDR125C,ENSG00000011198,15,1,3,43690113,43734371
YDR211W,ENSG00000145191,29,1,3,184135038,184684758
YPL169C,,,,,,
YOL038W,ENSG00000101182,56,1,20,62136735,62143440
YOL038W,ENSG00000154611,55,1,18,26133852,26193355
YLL046C,,,,,,
YKR006C,,,,,,
YGL073W,ENSG00000102878,10,1,16,67163385,67169945
YGL073W,ENSG00000025156,12,1,6,122399546,122433119
YGL073W,ENSG00000185122,12,1,8,144291591,144314722
YER028C,ENSG00000120738,14,1,5,138465490,138469315
YER028C,ENSG00000205903,17,1,7,6637322,6656432
YER028C,ENSG00000135625,10,1,2,73290929,73293705
YER028C,ENSG00000122877,11,1,10,62811996,62919900
YER028C,ENSG00000184937,9,1,11,32387775,32435630
YER028C,ENSG00000179388,11,1,8,22687659,22693302
YPL200W,,,,,,
YPL282C,,,,,,
YML045W,,,,,,
YPL271W,,,,,,
YDR370C,,,,,,
YDR354W,,,,,,
YER015W,ENSG00000197142,30,1,10,112374018,112428380
YER015W,ENSG00000103740,20,1,15,78167468,78245688
YER015W,ENSG00000164398,30,1,5,131806990,132012243
YER015W,ENSG00000151726,31,1,4,184755595,184826818
YER015W,ENSG00000130377,19,1,19,6135247,6193094
YPL055C,,,,,,
YDR240C,,,,,,
YDR331W,ENSG00000142892,41,1,1,77088990,77219430
YDR331W,ENSG00000100600,24,1,14,92703807,92748702
YCL042W,,,,,,
YDL237W,,,,,,
YBR302C,,,,,,
YLL029W,ENSG00000108039,33,1,10,109864766,109923553
YLL029W,ENSG00000122121,29,1,X,129738974,129769538
YJL163C,,,,,,
YDL137W,ENSG00000122644,41,1,7,12686856,12690934
YDL137W,ENSG00000141748,41,1,17,39156894,39167484
YDL137W,ENSG00000134287,75,1,12,48935723,48957551
YDL137W,ENSG00000162980,49,1,2,151788984,151828492
YDL137W,ENSG00000168374,71,1,3,57571363,57598220
YDL137W,ENSG00000179674,41,1,3,160677159,160678452
YDL137W,ENSG00000165997,51,1,10,18659405,18681639
YDL137W,ENSG00000113595,54,1,5,65589680,65625975
YDL137W,ENSG00000004059,69,1,7,127588345,127591705
YDL137W,ENSG00000272822,59,1,12,48903503,48957365
YDL137W,ENSG00000143761,77,1,1,228082660,228099212
YDL137W,ENSG00000175906,38,1,17,43398959,43401137
YDL137W,ENSG00000165527,64,1,14,49893092,49897054
YDL137W,ENSG00000188042,43,1,2,234493041,234497053
YBL109W,,,,,,
YBR254C,ENSG00000196459,32,1,X,13712244,13734635
YBR254C,ENSG00000256060,32,1,19,57363511,57365353
YPL073C,,,,,,
YDR025W,ENSG00000142534,68,1,19,49496365,49499689
YNL055C,ENSG00000078668,26,1,8,42391624,42405897
YNL055C,ENSG00000165637,23,1,10,75210154,75231448
YNL055C,ENSG00000213585,23,1,5,133971915,134005133
YMR033W,,,,,,
YFR029W,,,,,,
YGR092W,ENSG00000173020,20,1,11,67266410,67286556
YGR092W,ENSG00000100077,20,1,22,25564849,25729294
YGR092W,ENSG00000185974,21,1,13,113667155,113737735
YGR092W,ENSG00000114124,21,1,3,141778148,141818490
YGR092W,ENSG00000198055,22,1,5,177403204,177442901
YGR092W,ENSG00000125388,21,1,4,2963608,3040747
YGR092W,ENSG00000198873,22,1,10,119207589,119459742
YBR040W,,,,,,
YLR063W,,,,,,
YNL147W,ENSG00000130332,40,1,19,2321517,2328620
YJL132W,ENSG00000112293,18,1,6,24424565,24495205
YJL222W-B,,,,,,
YPR022C,,,,,,
YDR238C,ENSG00000129083,42,1,11,14443440,14500027
YIR022W,ENSG00000166562,46,1,18,59139477,59158836
YIR022W,ENSG00000140612,40,1,15,84669538,84716716
YBR286W,,,,,,
YER169W,ENSG00000186280,17,1,11,94973681,94999518
YER169W,ENSG00000235268,17,1,11,95025258,95027596
YER169W,ENSG00000066135,21,1,1,43650158,43705515
YER169W,ENSG00000127663,21,1,19,4969113,5153595
YER169W,ENSG00000274527,20,1,9,6720863,7077263
YER169W,ENSG00000107077,22,1,9,6757641,7175648
YHR158C,ENSG00000111727,11,1,12,104064457,104106524
YHR158C,ENSG00000128607,5,1,7,130070510,130135720
YHR158C,ENSG00000172534,14,1,X,153947553,153971807
YHR158C,ENSG00000197776,7,1,14,49693105,49753152
YHR158C,ENSG00000124702,6,1,6,43014103,43021298
YHR158C,ENSG00000099949,8,1,22,20979462,20999038
YHR158C,ENSG00000136933,7,1,9,125200542,125234158
YHR158C,ENSG00000165516,8,1,14,49767608,49786385
YNL042W-B,,,,,,
YEL019C,,,,,,
YOR029W,,,,,,
YKL196C,ENSG00000106636,46,1,7,44200968,44214294
YKR068C,ENSG00000054116,50,1,1,36136570,36156053
YKR068C,ENSG00000173626,44,1,6,116494989,116545610
YAL059W,,,,,,
YDR014W-A,,,,,,
YPL114W,,,,,,
YIL105W-A,,,,,,
YBR168W,,,,,,
YBR226C,,,,,,
YDR150W,,,,,,
YIL134C-A,,,,,,
YKL081W,ENSG00000254772,34,1,11,62559601,62574086
YJL135W,,,,,,
YML101C-A,,,,,,
YPR119W,ENSG00000162063,14,1,16,2429394,2458854
YPR119W,ENSG00000105173,15,1,19,29811898,29824308
YPR119W,ENSG00000157456,26,1,15,59105078,59125045
YPR119W,ENSG00000133101,21,1,13,36431520,36442882
YPR119W,ENSG00000112576,12,1,6,41934933,42050357
YPR119W,ENSG00000147082,21,1,X,50202713,50351910
YPR119W,ENSG00000145386,22,1,4,121816444,121823933
YPR119W,ENSG00000152669,15,1,5,55231152,55233680
YPR119W,ENSG00000134057,24,1,5,69167010,69178245
YPR119W,ENSG00000110092,10,1,11,69641087,69654474
YPR119W,ENSG00000175305,15,1,8,94879770,94896678
YPR119W,ENSG00000118971,11,1,12,4273772,4305350
YBR006W,ENSG00000112294,47,1,6,24494852,24537207
YBR006W,ENSG00000119711,27,1,14,74056850,74084493
YBL011W,,,,,,
YPR118W,ENSG00000037757,39,1,19,13764532,13774282
YOR189W,,,,,,
YPL238C,,,,,,
YKR096W,,,,,,
YDL062W,,,,,,
YOR292C,,,,,,
YOR015W,,,,,,
YOR341W,ENSG00000068654,38,1,2,86020216,86106155
YDL097C,ENSG00000108671,41,1,17,32444261,32483318
YDL097C,ENSG00000166200,20,1,15,49106068,49155661
YMR287C,,,,,,
YLR082C,,,,,,
YER040W,ENSG00000136574,10,1,8,11676959,11760002
YER040W,ENSG00000107485,11,1,10,8053604,8075198
YER040W,ENSG00000179348,12,1,3,128479427,128493185
YER040W,ENSG00000141448,12,1,18,22169443,22202528
YER040W,ENSG00000130700,10,1,20,62463497,62475970
YER040W,ENSG00000102145,10,1,X,48786554,48794311
YML056C,ENSG00000106348,60,1,7,128392277,128410252
YML056C,ENSG00000137198,14,1,6,16238580,16295549
YML056C,ENSG00000178035,60,1,3,49024325,49029408
YML056C,ENSG00000100938,15,1,14,24232422,24239242
YMR153C-A,,,,,,
YLR223C,,,,,,
YGR277C,ENSG00000068120,26,1,17,42561467,42566277
YPL242C,ENSG00000183856,16,1,1,156525405,156572604
YPL242C,ENSG00000140575,15,1,15,90388218,90502243
YPL242C,ENSG00000145703,15,1,5,76403249,76708132
YML034W,,,,,,
YAL040C,,,,,,
YKL119C,,,,,,
YJR094C,,,,,,
YHL002C-A,,,,,,
YMR277W,ENSG00000060069,24,1,18,79679801,79756623
YNL310C,ENSG00000213221,26,1,9,136359480,136363789
YLR376C,,,,,,
YJR104C,ENSG00000109610,36,1,4,24789912,24800842
YJR104C,ENSG00000173992,42,1,11,66592821,66606019
YJR104C,ENSG00000142168,55,1,21,31659622,31668931
YLR180W,ENSG00000168906,68,1,2,85539165,85545280
YLR180W,ENSG00000151224,69,1,10,80271820,80289684
YOR064C,,,,,,
YGL044C,ENSG00000177613,25,1,10,51695487,51699591
YGL044C,ENSG00000101811,26,1,X,100820359,100840932
YNL276C,,,,,,
YHR113W,ENSG00000123992,43,1,2,219373546,219400022
YDL188C,ENSG00000104695,61,1,8,30774457,30814314
YDL188C,ENSG00000149923,48,1,16,30075978,30085377
YDL188C,ENSG00000113575,61,1,5,134194334,134226142
YGL031C,ENSG00000114391,50,1,3,101681091,101686782
YOL139C,ENSG00000151247,31,1,4,98871684,98930637
YOL139C,ENSG00000175766,31,1,5,176630682,176646641
YOL139C,ENSG00000163412,22,1,3,71675416,71754773
YOL139C,ENSG00000135930,25,1,2,232550052,232583644
YBR123C,,,,,,
YDL246C,ENSG00000140263,41,1,15,45023104,45077185
YHL018W,,,,,,
YDR332W,,,,,,
YDR294C,ENSG00000166224,35,1,10,70815961,70881173
YDR207C,,,,,,
YDR355C,,,,,,
YFR003C,,,,,,
YJR089W,,,,,,
YHR072W,ENSG00000160285,41,1,21,46188141,46228824
YFR050C,ENSG00000159377,39,1,1,151399534,151401944
YJR050W,ENSG00000240682,30,1,3,129127415,129161293
YJR050W,ENSG00000261796,30,1,3,129087575,129161036
YHR212C,,,,,,
YOL066C,ENSG00000166133,28,1,15,40569300,40574943
YLL006W-A,,,,,,
YGR073C,,,,,,
YDR231C,,,,,,
YNL302C,ENSG00000105372,49,1,19,41859918,41872926
YNL030W,ENSG00000276180,92,1,6,27138588,27139881
YNL030W,ENSG00000273542,92,1,6,27831216,27831527
YNL030W,ENSG00000276966,92,1,6,26204645,26204956
YNL030W,ENSG00000197238,92,1,6,27824108,27824480
YNL030W,ENSG00000275126,92,1,6,27873199,27873510
YNL030W,ENSG00000158406,92,1,6,26285113,26285509
YNL030W,ENSG00000277157,92,1,6,26188765,26189076
YNL030W,ENSG00000278637,92,1,6,26021679,26021990
YNL030W,ENSG00000274618,92,1,6,26240426,26240737
YNL030W,ENSG00000278705,92,1,6,26026815,26027252
YNL030W,ENSG00000270882,92,1,1,149832659,149839767
YNL030W,ENSG00000270276,92,1,1,149854045,149861210
YNL030W,ENSG00000197837,92,1,12,14767999,14771131
YNL030W,ENSG00000275663,74,1,6,26246681,26246977
YNL030W,ENSG00000197061,92,1,6,26103876,26104310
YMR272W-A,,,,,,
YDR021W,ENSG00000161960,57,1,17,7572706,7579005
YDR021W,ENSG00000064703,32,1,1,111755245,111768016
YDR021W,ENSG00000156976,57,1,3,186783205,186789900
YDR021W,ENSG00000141543,60,1,17,80135214,80147183
YDR374C,ENSG00000185728,29,1,8,63168553,63212786
YDR374C,ENSG00000149658,28,1,20,63195429,63216234
YDR374C,ENSG00000198492,26,1,1,28736621,28769775
YPL004C,,,,,,
YER020W,ENSG00000156049,32,1,9,77423079,77648307
YER020W,ENSG00000128266,33,1,22,23070361,23125037
YER020W,ENSG00000087258,31,1,16,56191390,56357444
YER020W,ENSG00000156052,32,1,9,77716087,78031458
YER020W,ENSG00000060558,31,1,19,3136193,3163769
YER020W,ENSG00000114349,33,1,3,50191612,50196516
YER020W,ENSG00000114353,33,1,3,50226292,50259355
YER020W,ENSG00000127955,34,1,7,80133955,80219402
YER020W,ENSG00000065135,33,1,1,109548611,109618321
YER020W,ENSG00000214415,33,1,7,80458671,80512020
YER020W,ENSG00000088256,32,1,19,3094410,3124004
YER020W,ENSG00000134183,33,1,1,109603267,109619929
YDR126W,ENSG00000136247,18,1,7,6577434,6589374
YDR126W,ENSG00000159714,15,1,16,67394419,67416833
YDR126W,ENSG00000188818,14,1,5,795606,850986
YDR126W,ENSG00000206077,13,1,5,710360,766952
YOR036W,ENSG00000079950,18,1,6,132445867,132513198
YOR036W,ENSG00000171045,20,1,8,142212080,142403240
YOR036W,ENSG00000117758,18,1,1,27773183,27824452
YOR082C,,,,,,
YOL097C,ENSG00000140105,51,1,14,100333788,100376805
YDL229W,,,,,,
YHR004C,ENSG00000175826,21,1,17,7243591,7252491
YML023C,,,,,,
YNL197C,,,,,,
YCR104W,,,,,,
YDR252W,ENSG00000134717,30,1,1,52056125,52090716
YDR252W,ENSG00000145741,32,1,5,73498408,73505635
YJL174W,,,,,,
YGR191W,,,,,,
YDR306C,,,,,,
YLR400W,,,,,,
YDL179W,,,,,,
YLR350W,ENSG00000123353,27,1,12,55817919,55821879
YLR350W,ENSG00000172057,27,1,17,39921041,39927601
YLR350W,ENSG00000128699,25,1,2,189770323,189784371
YOR025W,,,,,,
YGR177C,,,,,,
YBR066C,,,,,,
YDR139C,ENSG00000129559,57,1,14,24216852,24232454
YCR073C,ENSG00000085511,21,1,6,160991727,161117385
YER134C,ENSG00000255526,21,1,14,24213955,24232352
YER134C,ENSG00000213920,30,1,14,24213937,24216070
YNR003W-A,,,,,,
YPR107C,ENSG00000160917,37,1,7,99438922,99457371
YPR107C,ENSG00000014164,26,1,8,143437655,143541453
YPR107C,ENSG00000187959,30,1,17,73248449,73262352
YCL052C,,,,,,
YBR257W,ENSG00000105171,21,1,19,29604017,29617237
YDR255C,ENSG00000145916,22,1,5,178130996,178150565
YDR255C,ENSG00000153561,22,1,2,86720173,86778041
YOR208W,,,,,,
YOR379C,,,,,,
YOR364W,,,,,,
YDL199C,,,,,,
YKL121W,ENSG00000135541,13,1,6,135283532,135497776
YKL121W,ENSG00000131725,17,1,X,118346073,118449961
YJR028W,,,,,,
YJR156C,,,,,,
YNL321W,,,,,,
