"","Ensembl.Gene.ID","Human.Ensembl.Gene.ID","X..Identity.with.respect.to.query.gene","Orthology.confidence..0.low..1.high.","Human.Chromosome.Name","Human.Chromosome.Start..bp.","Human.Chromosome.End..bp.","essential"
"9298","YEL061C","ENSG00000165115",18,1,"9",83836698,83921465,FALSE
"9299","YEL061C","ENSG00000139116",17,1,"12",39293228,39443390,FALSE
"9301","YKL049C","ENSG00000115163",26,1,"2",26764289,26801067,TRUE
"9304","YHR166C","ENSG00000094880",28,1,"5",138187648,138213343,TRUE
"9305","YLR277C","ENSG00000119203",38,1,"2",9423568,9473101,TRUE
"9306","YLR277C","ENSG00000127054",22,1,"1",1311585,1324691,TRUE
"9308","YPL089C","ENSG00000116604",16,1,"1",156463727,156500828,FALSE
"9309","YPL089C","ENSG00000064489",9,1,"19",19145567,19192158,FALSE
"9310","YPL089C","ENSG00000081189",15,1,"5",88717117,88904257,FALSE
"9311","YPL089C","ENSG00000068305",16,1,"15",99565417,99716466,FALSE
"9312","YPL089C","ENSG00000213999",10,1,"19",19145568,19170289,FALSE
"9314","YNL006W","ENSG00000167965",48,1,"16",2204248,2209416,TRUE
"9315","YKL156W","ENSG00000177954",70,1,"1",153990759,153992150,FALSE
"9316","YKL156W","ENSG00000185088",68,1,"15",63125872,63158021,FALSE
"9317","YFR052W","ENSG00000099341",30,1,"19",38374536,38383824,TRUE
"9324","YOR226C","ENSG00000136003",61,1,"12",108562582,108569384,FALSE
"9326","YPR035W","ENSG00000135821",54,1,"1",182381704,182392206,TRUE
"9331","YDR155C","ENSG00000185304",1,1,"2",87755955,87825952,FALSE
"9332","YDR155C","ENSG00000108179",69,1,"10",79347469,79355337,FALSE
"9333","YDR155C","ENSG00000015568",1,1,"2",109792758,109857695,FALSE
"9334","YDR155C","ENSG00000084072",58,1,"1",39692182,39763914,FALSE
"9335","YDR155C","ENSG00000256374",58,1,"1",145241630,145242124,FALSE
"9336","YDR155C","ENSG00000153201",62,1,"2",108719481,108785811,FALSE
"9337","YDR155C","ENSG00000187627",1,1,"2",86907953,87013981,FALSE
"9338","YDR155C","ENSG00000236334",58,1,"1",148479824,148483679,FALSE
"9339","YDR155C","ENSG00000169629",1,1,"2",112370092,112434488,FALSE
"9340","YDR155C","ENSG00000196862",1,1,"2",107826937,107890841,FALSE
"9341","YDR155C","ENSG00000270339",57,1,"1",146344006,146344790,FALSE
"9342","YDR155C","ENSG00000263464",59,1,"1",149583865,149584464,FALSE
"9343","YDR155C","ENSG00000279782",58,1,"1",144592868,144593527,FALSE
"9344","YDR155C","ENSG00000183054",1,1,"2",110513812,110577185,FALSE
"9345","YDR155C","ENSG00000271567",58,1,"1",144372875,144373659,FALSE
"9346","YDR155C","ENSG00000196262",65,1,"7",44796680,44824564,FALSE
"9347","YDR155C","ENSG00000153165",1,1,"2",106391290,106468376,FALSE
"9348","YDR155C","ENSG00000263353",58,1,"1",120889746,120890405,FALSE
"9351","YFL029C","ENSG00000125834",19,1,"20",2101611,2177038,TRUE
"9352","YFL029C","ENSG00000175087",21,1,"1",26111165,26125543,TRUE
"9358","YHR049W","ENSG00000262664",21,1,"17",2041936,2043430,FALSE
"9364","YCR024C","ENSG00000137513",37,1,"11",78435961,78574874,FALSE
"9368","YDR529C","ENSG00000156467",28,1,"8",96225920,96235634,FALSE
"9370","YDR018C","ENSG00000155189",17,1,"8",6708357,6759666,FALSE
"9371","YDR018C","ENSG00000172954",16,1,"2",30447226,30644225,FALSE
"9372","YDR018C","ENSG00000026652",20,1,"6",161129979,161274061,FALSE
"9373","YDR018C","ENSG00000160216",19,1,"21",43865186,43986536,FALSE
"9374","YPL104W","ENSG00000117593",32,1,"1",173824503,173858546,FALSE
"9376","YKL026C","ENSG00000198704",33,1,"6",28503296,28528215,FALSE
"9377","YKL026C","ENSG00000116157",34,1,"1",52602372,52609051,FALSE
"9378","YKL026C","ENSG00000167468",36,1,"19",1103926,1106791,FALSE
"9379","YKL026C","ENSG00000233276",35,1,"3",49357176,49358600,FALSE
"9380","YKL026C","ENSG00000224586",35,1,"6",28525925,28534952,FALSE
"9381","YKL026C","ENSG00000176153",33,1,"14",64939152,64942905,FALSE
"9382","YKL026C","ENSG00000211445",35,1,"5",151020438,151028993,FALSE
"9383","YKL026C","ENSG00000164294",34,1,"5",55160118,55167071,FALSE
"9385","YCL024W","ENSG00000174672",19,1,"11",1389899,1462689,FALSE
"9386","YCL024W","ENSG00000160469",20,1,"19",55282072,55312533,FALSE
"9397","YGL232W","ENSG00000066654",24,1,"16",20733664,20742084,FALSE
"9399","YKL017C","ENSG00000132740",35,1,"11",68903842,68940602,FALSE
"9400","YGL101W","ENSG00000111906",33,1,"6",125219962,125302078,FALSE
"9401","YMR152W","ENSG00000130347",22,1,"6",106571971,106629487,FALSE
"9404","YMR061W","ENSG00000176102",24,1,"11",33077188,33162371,TRUE
"9405","YPL117C","ENSG00000148377",32,1,"10",1018907,1025859,TRUE
"9406","YPL117C","ENSG00000067064",40,1,"10",1039908,1049170,TRUE
"9407","YGL189C","ENSG00000197728",62,1,"12",56041853,56044675,FALSE
"9410","YMR293C","ENSG00000130348",32,1,"6",106629578,106668417,FALSE
"9411","YIR026C","ENSG00000081721",29,1,"1",161749758,161757238,FALSE
"9416","YGL095C","ENSG00000136631",36,1,"1",150067293,150145327,FALSE
"9417","YJR093C","ENSG00000145216",28,1,"4",53377643,54295272,TRUE
"9418","YHR096C","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"9419","YHR096C","ENSG00000136856",23,1,"9",127397138,127408424,FALSE
"9423","YBL091C-A","ENSG00000101558",27,1,"18",9914002,9960021,FALSE
"9424","YBL091C-A","ENSG00000124164",26,1,"20",58389122,58451101,FALSE
"9425","YEL051W","ENSG00000100554",51,1,"14",67294371,67360265,FALSE
"9426","YPL195W","ENSG00000065000",28,1,"19",2100988,2164465,FALSE
"9427","YMR165C","ENSG00000134324",22,1,"2",11677595,11827409,FALSE
"9428","YMR165C","ENSG00000132793",22,1,"20",41340920,41360582,FALSE
"9429","YMR165C","ENSG00000101577",21,1,"18",2916994,3013315,FALSE
"9434","YBR202W","ENSG00000166508",42,1,"7",100092728,100101940,TRUE
"9437","YPL259C","ENSG00000185009",23,1,"10",74120255,74151063,FALSE
"9438","YPL259C","ENSG00000161203",34,1,"3",184174689,184184091,FALSE
"9439","YPL259C","ENSG00000070718",23,1,"8",42152946,42171673,FALSE
"9440","YPL259C","ENSG00000129354",49,1,"19",10572671,10587315,FALSE
"9441","YPL259C","ENSG00000221838",23,1,"7",100101549,100110345,FALSE
"9442","YPL259C","ENSG00000072958",50,1,"19",16197578,16245907,FALSE
"9444","YKL140W","ENSG00000173239",20,1,"10",88802730,88820546,FALSE
"9445","YKL140W","ENSG00000204022",20,1,"10",88586753,88606976,FALSE
"9446","YKL140W","ENSG00000182333",22,1,"10",88664441,88678814,FALSE
"9447","YKL140W","ENSG00000204021",20,1,"10",88724544,88752786,FALSE
"9448","YKL140W","ENSG00000107798",22,1,"10",89213569,89414557,FALSE
"9449","YKL140W","ENSG00000204020",19,1,"10",88761406,88778242,FALSE
"9454","YLR448W","ENSG00000089009",45,1,"12",112405190,112418838,FALSE
"9455","YNL155W","ENSG00000104231",22,1,"8",81701334,81732903,FALSE
"9456","YFR051C","ENSG00000095139",31,1,"11",118572390,118603033,TRUE
"9458","YLR005W","ENSG00000145736",33,1,"5",71032670,71067689,TRUE
"9459","YLR005W","ENSG00000183474",33,1,"5",69560208,69594723,TRUE
"9460","YGR043C","ENSG00000177156",57,1,"11",747329,765024,FALSE
"9464","YNR007C","ENSG00000144848",35,1,"3",112532509,112562046,FALSE
"9465","YLR275W","ENSG00000125743",54,1,"19",45687454,45692569,TRUE
"9466","YDL022W","ENSG00000152642",38,1,"3",32105689,32168713,FALSE
"9467","YDL022W","ENSG00000167588",41,1,"12",50103819,50111319,FALSE
"9472","YBR189W","ENSG00000170889",68,1,"19",54200742,54249003,FALSE
"9473","YJR125C","ENSG00000072134",28,1,"17",19215615,19336715,FALSE
"9474","YJR125C","ENSG00000049283",27,1,"17",50532543,50543750,FALSE
"9475","YJR125C","ENSG00000113282",25,1,"5",157785743,157859175,FALSE
"9476","YJR125C","ENSG00000176177",21,1,"22",39743044,39893864,FALSE
"9477","YJR125C","ENSG00000063245",25,1,"19",55675226,55709858,FALSE
"9478","YOL033W","ENSG00000103356",34,1,"16",23522014,23557731,FALSE
"9479","YML126C","ENSG00000112972",45,1,"5",43289395,43313512,TRUE
"9480","YML126C","ENSG00000134240",43,1,"1",119747996,119768905,TRUE
"9482","YLR258W","ENSG00000104812",48,1,"19",48968125,48993310,FALSE
"9483","YLR258W","ENSG00000111713",47,1,"12",21536189,21604847,FALSE
"9485","YMR288W","ENSG00000115524",50,1,"2",197389784,197435091,TRUE
"9486","YHR176W","ENSG00000117507",26,1,"1",171137740,171161568,FALSE
"9487","YHR176W","ENSG00000076258",26,1,"1",171314208,171342084,FALSE
"9488","YHR176W","ENSG00000010932",27,1,"1",171248471,171285978,FALSE
"9489","YHR176W","ENSG00000094963",27,1,"1",171185208,171212683,FALSE
"9490","YHR176W","ENSG00000007933",27,1,"1",171090877,171117819,FALSE
"9491","YHR176W","ENSG00000131781",28,1,"1",147175351,147243050,FALSE
"9492","YOR327C","ENSG00000049245",24,1,"1",7771269,7781432,FALSE
"9493","YOR327C","ENSG00000117533",30,1,"1",171700160,171742247,FALSE
"9494","YOR327C","ENSG00000220205",29,1,"17",8159149,8163546,FALSE
"9495","YOR327C","ENSG00000263620",28,1,"17",8150816,8162975,FALSE
"9496","YOR327C","ENSG00000139190",25,1,"12",6462237,6470987,FALSE
"9497","YOR327C","ENSG00000118640",20,1,"2",85561562,85582031,FALSE
"9498","YNR027W","ENSG00000160209",32,1,"21",43719094,43762307,FALSE
"9503","YAL062W","ENSG00000182890",25,1,"X",121047588,121050080,FALSE
"9504","YAL062W","ENSG00000148672",25,1,"10",87050486,87094866,FALSE
"9505","YOR164C","ENSG00000239857",28,1,"7",876552,896436,FALSE
"9508","YER148W","ENSG00000182521",61,1,"14",55413541,55456726,TRUE
"9509","YER148W","ENSG00000112592",65,1,"6",170554302,170572870,TRUE
"9510","YER148W","ENSG00000028839",28,1,"6",133952170,133990432,TRUE
"9514","YDR005C","ENSG00000179632",17,1,"8",144104499,144107611,FALSE
"9515","YHL021C","ENSG00000185973",19,1,"X",155490115,155669944,FALSE
"9516","YHL021C","ENSG00000129151",15,1,"11",27040725,27127809,FALSE
"9518","YPL232W","ENSG00000099365",24,1,"16",30989256,31010628,FALSE
"9519","YPL232W","ENSG00000178750",18,1,"3",94014369,94028610,FALSE
"9520","YPL232W","ENSG00000135604",19,1,"6",144150526,144188370,FALSE
"9521","YPL232W","ENSG00000106089",26,1,"7",73699206,73719672,FALSE
"9522","YPL232W","ENSG00000103496",23,1,"16",31032889,31042975,FALSE
"9523","YPL232W","ENSG00000111450",22,1,"12",130789600,130839266,FALSE
"9524","YPL232W","ENSG00000166900",21,1,"11",59713456,59802706,FALSE
"9525","YPR133C","ENSG00000163166",28,1,"2",127436207,127526886,TRUE
"9527","YPR182W","ENSG00000139343",49,1,"12",95858928,95903828,TRUE
"9528","YPR182W","ENSG00000164167",31,1,"4",146175685,146200000,TRUE
"9530","YHR074W","ENSG00000172890",57,1,"11",71453109,71524107,TRUE
"9531","YPL215W","ENSG00000101019",21,1,"20",35302566,35412141,FALSE
"9535","YCL059C","ENSG00000111615",61,1,"12",75490861,75511636,TRUE
"9537","YER003C","ENSG00000178802",39,1,"15",74890005,74902219,TRUE
"9539","YML046W","ENSG00000185246",18,1,"14",45084099,45116282,TRUE
"9544","YFL039C","ENSG00000138107",53,1,"10",102479229,102502711,TRUE
"9545","YFL039C","ENSG00000115073",53,1,"2",97655963,97664107,TRUE
"9546","YFL039C","ENSG00000107796",86,1,"10",88935074,88991390,TRUE
"9547","YFL039C","ENSG00000169067",83,1,"5",57480016,57482809,TRUE
"9548","YFL039C","ENSG00000123165",47,1,"X",128050962,128052398,TRUE
"9549","YFL039C","ENSG00000184378",48,1,"3",169766921,169769895,TRUE
"9550","YFL039C","ENSG00000163017",86,1,"2",73892314,73919865,TRUE
"9551","YFL039C","ENSG00000159251",87,1,"15",34788096,34796139,TRUE
"9552","YFL039C","ENSG00000075624",89,1,"7",5527151,5563784,TRUE
"9553","YFL039C","ENSG00000184009",89,1,"17",81509971,81523847,TRUE
"9554","YFL039C","ENSG00000169717",47,1,"1",3021483,3022903,TRUE
"9555","YFL039C","ENSG00000143632",87,1,"1",229431245,229434098,TRUE
"9556","YHR188C","ENSG00000124155",28,1,"20",45416077,45426244,TRUE
"9557","YOL080C","ENSG00000143319",31,1,"1",156721891,156728799,FALSE
"9558","YOL080C","ENSG00000181026",26,1,"15",88621296,88632282,FALSE
"9559","YOL080C","ENSG00000148300",32,1,"9",133406059,133418096,FALSE
"9560","YOL080C","ENSG00000172183",23,1,"15",88636153,88656483,FALSE
"9562","YPL091W","ENSG00000198431",35,1,"12",104215779,104350305,FALSE
"9563","YPL091W","ENSG00000104687",48,1,"8",30678061,30727926,FALSE
"9564","YPL091W","ENSG00000184470",35,1,"22",19875517,19941992,FALSE
"9565","YJR090C","ENSG00000153558",8,1,"3",33277025,33403662,FALSE
"9566","YJR090C","ENSG00000107872",5,1,"10",102419189,102423136,FALSE
"9567","YJR090C","ENSG00000108306",8,1,"17",39252644,39402523,FALSE
"9568","YJR090C","ENSG00000171823",6,1,"12",1565993,1594165,FALSE
"9569","YJR090C","ENSG00000112234",7,1,"6",98868538,98948006,FALSE
"9570","YJR090C","ENSG00000145743",9,1,"5",107859035,108382098,FALSE
"9571","YJR090C","ENSG00000183580",8,1,"5",15500196,15939795,FALSE
"9572","YJR090C","ENSG00000161040",10,1,"7",102813230,103074843,FALSE
"9573","YJR090C","ENSG00000127585",8,1,"16",692498,705829,FALSE
"9574","YJL097W","ENSG00000165996",31,1,"10",17589032,17617377,TRUE
"9575","YJL097W","ENSG00000188921",19,1,"9",20999515,21031636,TRUE
"9576","YJL097W","ENSG00000206527",30,1,"3",123490820,123585185,TRUE
"9577","YJL097W","ENSG00000074696",23,1,"15",65530418,65578352,TRUE
"9579","YCL011C","ENSG00000099783",22,1,"19",8444767,8489114,FALSE
"9580","YCL011C","ENSG00000104177",22,1,"15",48134631,48178517,FALSE
"9581","YPL059W","ENSG00000182512",37,1,"14",95533503,95544724,FALSE
"9582","YGL050W","ENSG00000162623",25,1,"1",74733152,74766678,FALSE
"9586","YDL174C","ENSG00000018510",17,1,"2",177392644,177543836,FALSE
"9587","YDL174C","ENSG00000166816",27,1,"16",75111860,75116771,FALSE
"9588","YMR022W","ENSG00000107341",45,1,"9",33817567,33920404,FALSE
"9589","YMR022W","ENSG00000184787",62,1,"21",44768580,44802019,FALSE
"9590","YMR022W","ENSG00000099804",44,1,"19",531712,542092,FALSE
"9591","YMR022W","ENSG00000132388",50,1,"17",4269259,4366628,FALSE
"9592","YBR261C","ENSG00000203740",33,1,"1",170146001,170167790,FALSE
"9593","YBR261C","ENSG00000148335",37,1,"9",129608884,129636131,FALSE
"9596","YKL125W","ENSG00000085721",23,1,"16",15060022,15094317,TRUE
"9597","YEL034W","ENSG00000253626",61,1,"10",79512601,79516440,TRUE
"9598","YEL034W","ENSG00000163577",62,1,"3",170888415,170908693,TRUE
"9599","YEL034W","ENSG00000132507",62,1,"17",7306999,7312463,TRUE
"9605","YGR285C","ENSG00000136770",12,1,"10",21756537,22003769,FALSE
"9606","YGR285C","ENSG00000105821",35,1,"7",103312474,103344873,FALSE
"9608","YPL236C","ENSG00000115661",29,1,"2",219245455,219250337,FALSE
"9610","YFL025C","ENSG00000197121",19,1,"2",196833004,196927796,FALSE
"9614","YJR073C","ENSG00000133027",41,1,"17",17505563,17591708,FALSE
"9619","YBL105C","ENSG00000123143",15,1,"19",14433053,14471867,TRUE
"9620","YBL105C","ENSG00000258989",5,1,"14",61529128,61657964,TRUE
"9621","YBL105C","ENSG00000160447",20,1,"9",128702523,128720918,TRUE
"9622","YBL105C","ENSG00000065243",22,1,"1",88684222,88836255,TRUE
"9626","YDR434W","ENSG00000087111",21,1,"17",28553383,28571872,TRUE
"9628","YNL326C","ENSG00000175893",14,1,"9",14611071,14693471,FALSE
"9629","YNL326C","ENSG00000104219",25,1,"8",17156029,17224799,FALSE
"9630","YNL326C","ENSG00000102383",26,1,"X",75368427,75523502,FALSE
"9631","YNL326C","ENSG00000160446",17,1,"9",128720869,128724127,FALSE
"9632","YNL326C","ENSG00000180776",26,1,"13",21372573,21459370,FALSE
"9633","YNL326C","ENSG00000153786",20,1,"16",84974181,85011535,FALSE
"9634","YNL326C","ENSG00000163812",20,1,"3",44915257,44976185,FALSE
"9637","YIL079C","ENSG00000147905",20,1,"9",37120539,37358149,FALSE
"9639","YDR177W","ENSG00000078140",39,1,"4",39698044,39782792,TRUE
"9640","YGL124C","ENSG00000164077",21,1,"3",49908862,49930173,FALSE
"9641","YGL124C","ENSG00000103111",19,1,"16",77190835,77202405,FALSE
"9642","YBR183W","ENSG00000078124",28,1,"11",76860867,77026797,FALSE
"9643","YNR029C","ENSG00000215126",33,1,"9",41131306,41199261,FALSE
"9644","YNR029C","ENSG00000196873",33,1,"9",68232003,68300015,FALSE
"9645","YNR029C","ENSG00000136682",34,1,"2",113437691,113496189,FALSE
"9646","YNR029C","ENSG00000172785",34,1,"9",121038,179147,FALSE
"9647","YNR029C","ENSG00000147996",29,1,"9",65668805,65734041,FALSE
"9648","YOL018C","ENSG00000254995",17,1,"20",58651434,58715410,FALSE
"9649","YOL018C","ENSG00000124222",19,1,"20",58651253,58679526,FALSE
"9655","YPL010W","ENSG00000005243",31,1,"17",48026167,48038030,TRUE
"9656","YPL010W","ENSG00000111481",34,1,"12",54301202,54351849,TRUE
"9658","YPR186C","ENSG00000140548",23,1,"15",90001392,90082206,TRUE
"9659","YPR186C","ENSG00000178175",24,1,"5",72442652,72507727,TRUE
"9660","YPL079W","ENSG00000122026",59,1,"13",27251309,27256691,FALSE
"9670","YEL056W","ENSG00000102054",26,1,"X",16839283,16870414,FALSE
"9671","YEL056W","ENSG00000143207",21,1,"1",175944831,176207493,FALSE
"9672","YEL056W","ENSG00000162521",26,1,"1",32651142,32686211,FALSE
"9674","YOR056C","ENSG00000141101",25,1,"16",69741867,69754940,TRUE
"9675","YBL091C","ENSG00000170515",17,1,"12",56104319,56113907,FALSE
"9676","YBL091C","ENSG00000257411",10,1,"12",56101331,56109289,FALSE
"9677","YBL091C","ENSG00000111142",53,1,"12",95473520,95515839,FALSE
"9680","YGL205W","ENSG00000161533",25,1,"17",75941507,75979363,FALSE
"9681","YGL205W","ENSG00000153093",17,1,"2",110732573,111118222,FALSE
"9682","YGL205W","ENSG00000087008",21,1,"4",8366282,8440723,FALSE
"9683","YGL205W","ENSG00000168306",23,1,"3",58505136,58537319,FALSE
"9685","YOR393W","ENSG00000074800",59,1,"1",8861002,8879249,FALSE
"9686","YOR393W","ENSG00000188316",27,1,"10",116849512,116911788,FALSE
"9687","YOR393W","ENSG00000111674",59,1,"12",6913745,6923698,FALSE
"9688","YOR393W","ENSG00000108515",59,1,"17",4948092,4957131,FALSE
"9696","YDR473C","ENSG00000117360",22,1,"1",150321476,150353195,TRUE
"9697","YOR141C","ENSG00000113812",18,1,"3",53867066,53882202,FALSE
"9698","YIL088C","ENSG00000166558",16,1,"16",84009667,84042636,FALSE
"9699","YIL088C","ENSG00000103042",17,1,"16",58665109,58685104,FALSE
"9705","YDL077C","ENSG00000166887",18,1,"15",42158701,42208316,FALSE
"9706","YDL077C","ENSG00000135966",11,1,"2",105264391,105330034,FALSE
"9707","YGL096W","ENSG00000134138",21,1,"15",36889204,37101299,FALSE
"9708","YGL096W","ENSG00000118707",14,1,"20",36573488,36593950,FALSE
"9709","YGL096W","ENSG00000105419",21,1,"19",47403124,47419523,FALSE
"9710","YGL096W","ENSG00000165495",23,1,"11",125164687,125433389,FALSE
"9711","YGL096W","ENSG00000143995",22,1,"2",66433452,66573869,FALSE
"9712","YGL096W","ENSG00000153779",14,1,"X",89921882,89922883,FALSE
"9713","YGL096W","ENSG00000176679",12,1,"Y",3579041,3580041,FALSE
"9714","YGL096W","ENSG00000160199",21,1,"21",42974510,43033931,FALSE
"9715","YGL096W","ENSG00000177426",16,1,"18",3411608,3459978,FALSE
"9720","YGL150C","ENSG00000128908",33,1,"15",40978880,41116354,TRUE
"9721","YCR009C","ENSG00000147439",27,1,"8",22620418,22669148,FALSE
"9722","YDR030C","ENSG00000049167",19,1,"5",60873831,60945073,FALSE
"9725","YKL040C","ENSG00000169599",33,1,"2",69395750,69437628,FALSE
"9733","YOL157C","ENSG00000138079",26,1,"2",44275458,44321494,FALSE
"9734","YOL157C","ENSG00000168003",14,1,"11",62856102,62888875,FALSE
"9735","YGR284C","ENSG00000148248",30,1,"9",133361449,133376166,FALSE
"9740","YBR236C","ENSG00000101654",27,1,"18",13726660,13764558,TRUE
"9741","YNL284C","ENSG00000137547",25,1,"8",54135210,54147901,FALSE
"9750","YPR132W","ENSG00000186468",77,1,"5",82273358,82278577,FALSE
"9751","YGR262C","ENSG00000172315",31,1,"20",46684365,46689779,FALSE
"9754","YOL142W","ENSG00000107371",32,1,"9",37766978,37801437,TRUE
"9755","YDL079C","ENSG00000105723",35,1,"19",42230186,42242625,FALSE
"9756","YDL079C","ENSG00000268643",15,1,"19",42234583,42255132,FALSE
"9757","YDL079C","ENSG00000082701",34,1,"3",119821323,120094417,FALSE
"9758","YKR024C","ENSG00000125485",29,1,"9",132592997,132670401,FALSE
"9761","YEL024W","ENSG00000169021",50,1,"19",29205321,29213541,FALSE
"9763","YBR142W","ENSG00000089737",28,1,"14",94048291,94081245,TRUE
"9768","YMR011W","ENSG00000160326",19,1,"9",133471095,133479137,FALSE
"9769","YMR011W","ENSG00000136856",23,1,"9",127397138,127408424,FALSE
"9770","YNL127W","ENSG00000143093",12,1,"1",110031577,110074641,FALSE
"9771","YNL127W","ENSG00000128578",12,1,"7",129434433,129488399,FALSE
"9775","YGL183C","ENSG00000121211",25,1,"4",153344649,153415118,FALSE
"9779","YBR212W","ENSG00000180098",12,1,"1",28553085,28578545,FALSE
"9780","YBR212W","ENSG00000137434",3,1,"6",10671418,10694797,FALSE
"9782","YOR291W","ENSG00000159363",25,1,"1",16985958,17011928,FALSE
"9783","YOR291W","ENSG00000187527",24,1,"3",193274790,193378843,FALSE
"9784","YOR291W","ENSG00000133657",26,1,"3",194402672,194498364,FALSE
"9785","YOR291W","ENSG00000127249",24,1,"3",193402077,193593111,FALSE
"9791","YBL072C","ENSG00000142937",62,1,"1",44775251,44778779,FALSE
"9797","YGL112C","ENSG00000162227",19,1,"11",62771303,62787342,TRUE
"9798","YGL112C","ENSG00000106290",26,1,"7",100107070,100119841,TRUE
"9801","YHR183W","ENSG00000142657",65,1,"1",10398592,10420144,FALSE
"9806","YGR258C","ENSG00000134899",25,1,"13",102844844,102876001,FALSE
"9807","YGR258C","ENSG00000270181",22,1,"13",102807354,102872398,FALSE
"9811","YPL006W","ENSG00000141458",33,1,"18",23506184,23586898,FALSE
"9812","YPL006W","ENSG00000185920",17,1,"9",95442980,95517057,FALSE
"9813","YPL006W","ENSG00000165186",11,1,"X",23334015,23404372,FALSE
"9814","YPL006W","ENSG00000015520",29,1,"7",44512535,44541315,FALSE
