orf	gene	go_process	go_function	go_component	essential	het_ypd_A	het_ypd_B	HET_AV	slow_ypd_het	hom_ypd_C	hom_ypd_D	HOM_AV	slow_ypd_hom	het_mm_B	slow_mm_het	hom_mm_D	slow_mm_hom
YMR312W  	YMR312W   	regulation of transcription from Pol II promoter	Pol II transcription elongation factor activity	transcription elongation factor complex	NO	0.969	0.996	0.982	no	0.873	0.848	0.862	yes	0.977	no	0.931	YES
YMR313C  	YMR313C   	lipid metabolism	triacylglycerol lipase activity	lipid particle	NO	0.974	1.006	0.990	no	1.010	1.008	1.009	no	0.989	no	1.006	NO
YMR314W  	PRE5      	ubiquitin-dependent protein catabolism	endopeptidase activity	proteasome core complex (sensu Eukarya)*	YES	0.968	0.997	0.983	no	ND	ND	ND	Essential	0.975	no	ND	Essential
YMR315W  	YMR315W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	0.993	1.006	1.000	no	1.015	1.025	1.020	no	0.988	no	1.005	NO
YMR316C-A	YMR316C-A 				NO	0.974	1.001	0.987	no	1.002	1.024	1.013	no	0.984	no	1.016	NO
YMR316C-B	YMR316C-B 				NO	0.987	1.003	0.995	no	1.012	1.013	1.013	no	0.978	no	0.991	NO
YMR316W  	DIA1      	pseudohyphal growth*	molecular_function unknown	cytoplasm	NO	0.973	0.985	0.979	no	1.000	0.995	0.998	no	0.959	no	0.989	NO
YMR317W  	YMR317W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.977	1.011	0.994	no	1.014	1.021	1.017	no	0.991	no	1.014	NO
YMR318C  	YMR318C   	aldehyde metabolism*	alcohol dehydrogenase (NADP) activity	soluble fraction	NO	0.986	1.000	0.993	no	1.020	1.019	1.019	no	0.990	no	1.010	NO
YMR319C  	FET4      	intracellular copper ion transport*	iron ion transporter activity	integral to plasma membrane	NO	0.971	1.001	0.986	no	1.015	1.011	1.013	no	0.979	no	1.000	NO
YMR320W  	YMR320W   				NO	0.987	0.997	0.992	no	1.016	1.021	1.019	no	0.986	no	0.999	NO
YMR322C  	YMR322C   	pyridoxine metabolism	molecular_function unknown	cellular_component unknown	NO	0.995	1.002	0.998	no	1.013	1.011	1.012	no	0.997	no	1.023	NO
YMR326C  	YMR326C   				NO	1.013	1.002	1.008	no	1.007	1.007	1.007	no	0.992	no	0.995	NO
YNL001W  	DOM34     	protein biosynthesis*	molecular_function unknown	cytoplasm	NO	0.999	0.990	0.994	no	1.002	0.986	0.994	no	0.969	no	0.977	NO
YNL002C  	RLP7      	ribosomal large subunit biogenesis*	rRNA binding	nucleolus	YES	0.992	0.960	0.976	no	ND	ND	ND	Essential	0.971	no	ND	Essential
YNL003C  	pet8      	S-adenosylmethionine transport	S-adenosylmethionine transporter activity	mitochondrion*	NO	1.017	1.010	1.014	no	0.851	0.928	0.884	yes	0.976	no	0.878	YES
YNL004W  	HRB1      	protein-nucleus import	molecular_function unknown	cytoplasm*	NO	0.979	0.944	0.964	no	1.002	1.013	1.007	no	0.833	no	1.030	NO
YNL005C  	MRP7      	protein biosynthesis	structural constituent of ribosome*	mitochondrial large ribosomal subunit	NO	1.014	0.993	1.002	no	0.855	0.817	0.836	yes	0.841	no	0.873	YES
YNL006W  	LST8      	transport*	protein binding	Golgi membrane*	YES	0.999	0.988	0.994	no	ND	ND	ND	Essential	0.774	no	ND	Essential
YNL007C  	sis1      	translational initiation	chaperone activity	cytosolic small ribosomal subunit (sensu Eukarya)	YES	0.996	0.989	0.992	no	ND	ND	ND	Essential	0.789	no	ND	Essential
YNL008C  	YNL008C   	ubiquitin-dependent protein catabolism	ubiquitin-protein ligase activity	endoplasmic reticulum membrane	NO	1.004	0.989	0.997	no	ND	ND	ND	no	0.775	no	ND	NO
YNL009W  	IDP3      	fatty acid beta-oxidation*	isocitrate dehydrogenase (NADP) activity	cytoplasm*	NO	1.010	0.996	1.003	no	1.028	1.022	1.025	no	0.966	no	1.028	NO
YNL010W  	YNL010W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.016	0.976	1.000	no	1.022	1.017	1.019	no	0.986	no	1.023	NO
YNL011C  	YNL011C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.022	1.011	1.016	no	1.019	1.000	1.009	no	0.994	no	1.024	NO
YNL012W  	spo1      	meiosis	phospholipase activity	nucleus	NO	0.999	0.986	0.992	no	1.024	1.011	1.017	no	0.766	no	1.030	NO
YNL013C  	YNL013C   				NO	0.997	0.991	0.994	no	1.021	1.011	1.016	no	0.743	no	1.034	NO
YNL014W  	YNL014W   	translational elongation	ATPase activity*	cytosolic ribosome (sensu Eukarya)	NO	0.920	ND	0.920	no	1.028	1.021	1.025	no	ND	no	1.040	NO
YNL015W  	PBI2      	vacuole fusion (non-autophagic)*	endopeptidase inhibitor activity	cytoplasm*	NO	1.017	0.996	1.006	no	ND	ND	ND	no	0.972	no	ND	NO
YNL016W  	PUB1      	"mRNA catabolism, nonsense-mediated"	nucleic acid binding	cytoplasm*	NO	0.996	0.973	0.985	no	0.984	0.968	0.977	no	0.909	no	0.996	NO
YNL018C  	YNL018C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.012	1.009	1.011	no	ND	ND	ND	no	1.004	no	ND	NO
YNL020C  	ARK1      	protein amino acid phosphorylation*	protein serine/threonine kinase activity	actin cortical patch (sensu Saccharomyces)	NO	1.000	0.987	0.994	no	1.026	1.020	1.023	no	0.978	no	1.035	NO
YNL021W  	HDA1      	"regulation of transcription, DNA-dependent*"	histone deacetylase activity	histone deacetylase complex	NO	0.997	0.990	0.994	no	ND	ND	ND	no	0.981	no	ND	NO
YNL022C  	YNL022C   	biological_process unknown	molecular_function unknown	nucleus	NO	1.016	0.987	1.001	no	1.034	1.020	1.027	no	0.980	no	1.009	NO
YNL023C  	FAP1      	biological_process unknown	transcription factor activity	cellular_component unknown	NO	0.930	0.925	0.927	no	1.046	1.032	1.039	no	0.809	no	1.050	NO
YNL024C  	YNL024C   	biological_process unknown	S-adenosylmethionine-dependent methyltransferase activity	cytoplasm	NO	1.017	0.991	1.004	no	0.928	0.978	0.953	yes	0.938	no	1.032	NO
YNL025C  	ssn8      	meiosis*	general RNA polymerase II transcription factor activity*	transcription factor complex	NO	1.008	0.990	0.999	no	0.860	0.868	0.864	yes	0.974	no	0.802	YES
YNL026W  	YNL026W   	biological_process unknown	molecular_function unknown	cellular_component unknown	YES	1.000	0.980	0.990	no	ND	ND	ND	Essential	0.962	no	ND	Essential
YNL027W  	CRZ1      	"regulation of transcription, DNA-dependent*"	transcription factor activity	cytoplasm*	NO	1.005	0.986	0.995	no	1.023	1.015	1.019	no	0.983	no	1.026	NO
YNL028W  	YNL028W   				NO	1.017	0.980	0.999	no	1.035	ND	1.035	no	0.673	no	ND	NO
YNL029C  	KTR5      	cell wall organization and biogenesis*	mannosyltransferase activity	Golgi apparatus	NO	1.014	0.991	1.002	no	ND	ND	ND	no	0.790	no	ND	NO
YNL030W  	HHF2      	chromatin assembly/disassembly	DNA binding	nuclear nucleosome	NO	1.007	0.985	0.996	no	ND	ND	ND	no	0.700	no	ND	NO
YNL031C  	HHT2      	chromatin assembly/disassembly	DNA binding	nuclear nucleosome	NO	0.958	0.939	0.948	no	0.992	0.984	0.989	no	0.865	no	1.038	NO
YNL032W  	SIW14     	response to stress*	protein tyrosine phosphatase activity	cytoplasm	NO	0.997	0.989	0.993	no	0.986	0.983	0.985	no	0.988	no	1.024	NO
YNL034W  	YNL034W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.013	0.994	1.004	no	1.016	1.013	1.015	no	0.974	no	1.025	NO
YNL035C  	YNL035C   	biological_process unknown	molecular_function unknown	nucleus	NO	1.001	0.987	0.994	no	1.022	1.010	1.016	no	0.958	no	1.037	NO
YNL037C  	IDH1      	tricarboxylic acid cycle*	isocitrate dehydrogenase (NAD) activity	mitochondrial matrix	NO	0.981	0.967	0.974	no	ND	ND	ND	no	0.951	no	ND	NO
YNL038W  	YNL038W   	GPI anchor biosynthesis	molecular_function unknown	cellular_component unknown	YES	0.999	0.970	0.985	no	ND	ND	ND	Essential	0.959	no	ND	Essential
YNL039W  	TFC5      	transcription initiation from Pol III promoter	RNA polymerase III transcription factor activity	transcription factor TFIIIB complex	YES	1.012	0.989	1.000	no	ND	ND	ND	Essential	0.680	no	ND	Essential
YNL040W  	YNL040W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.018	0.993	1.005	no	ND	ND	ND	no	0.927	no	ND	NO
YNL041C  	YNL041C   	intra-Golgi transport	molecular_function unknown	Golgi transport complex	NO	1.014	0.993	1.004	no	0.955	0.984	0.970	no	0.983	no	0.932	YES
YNL042W  	BOP3      	biological_process unknown	molecular_function unknown	cytoplasm*	NO	ND	ND	ND	no	ND	1.012	1.012	no	ND	no	1.019	NO
YNL043C  	YNL043C   				NO	0.990	0.993	0.992	no	1.000	1.014	1.006	no	0.811	no	1.062	NO
YNL044W  	YIP3      	ER to Golgi transport	molecular_function unknown	COPII-coated vesicle	NO	1.022	0.981	1.002	no	1.026	1.007	1.017	no	0.970	no	1.039	NO
YNL045W  	YNL045W   	lipid metabolism*	aminopeptidase activity*	cytoplasm*	NO	0.989	0.999	0.994	no	1.024	1.010	1.017	no	0.978	no	1.031	NO
YNL046W  	YNL046W   	biological_process unknown	molecular_function unknown	endoplasmic reticulum	NO	0.995	1.001	0.999	no	1.021	1.008	1.015	no	0.963	no	0.752	YES
YNL047C  	YNL047C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.000	1.005	1.003	no	1.014	1.018	1.016	no	0.978	no	1.016	NO
YNL049C  	SFB2      	ER to Golgi transport	molecular_function unknown	COPII vesicle coat	NO	1.006	0.970	0.988	no	1.016	1.016	1.016	no	0.936	no	1.023	NO
YNL050C  	YNL050C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.025	0.996	1.010	no	ND	1.009	1.009	no	0.992	no	1.035	NO
YNL051W  	YNL051W   	intra-Golgi transport	molecular_function unknown	Golgi transport complex	NO	0.975	1.006	0.991	no	0.933	0.933	0.933	yes	1.001	no	0.957	NO
YNL052W  	COX5A     	aerobic respiration	cytochrome-c oxidase activity	respiratory chain complex IV (sensu Eukarya)	NO	0.999	1.002	1.000	no	1.027	1.022	1.025	no	1.005	no	1.030	NO
YNL053W  	MSG5      	adaptation to pheromone during conjugation with cellular fusion	prenylated protein tyrosine phosphatase activity	cytoplasm	NO	1.011	1.007	1.009	no	1.026	1.015	1.020	no	1.001	no	1.022	NO
YNL054W  	VAC7      	vacuole inheritance*	enzyme regulator activity	cytoplasm*	NO	0.974	0.994	0.984	no	0.810	0.884	0.847	yes	0.974	no	0.769	YES
YNL055C  	POR1      	aerobic respiration*	voltage-dependent ion-selective channel activity	mitochondrial outer membrane	NO	1.021	1.002	1.011	no	0.843	0.877	0.860	yes	0.993	no	0.783	YES
YNL056W  	YNL056W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.003	1.008	1.006	no	0.989	0.991	0.990	no	1.015	no	1.005	NO
YNL057W  	YNL057W   				NO	0.963	0.981	0.972	no	1.014	1.020	1.017	no	0.979	no	1.057	NO
YNL058C  	YNL058C   	biological_process unknown	molecular_function unknown	vacuole (sensu Fungi)	NO	0.984	0.992	0.988	no	0.998	1.007	1.002	no	0.978	no	1.013	NO
YNL059C  	ARP5      	protein-vacuolar targeting	molecular_function unknown	nucleus	NO	0.999	1.012	1.005	no	0.788	0.795	0.792	yes	0.993	no	0.718	YES
YNL061W  	NOP2      	rRNA processing	RNA methyltransferase activity*	nucleolus	YES	0.924	0.947	0.933	yes	ND	ND	ND	Essential	1.004	no	ND	Essential
YNL062C  	GCD10     	translational initiation*	tRNA methyltransferase activity	nucleus	YES	0.959	0.986	0.972	no	ND	ND	ND	Essential	0.981	no	ND	Essential
YNL063W  	YNL063W   	biological_process unknown	S-adenosylmethionine-dependent methyltransferase activity	mitochondrion	NO	0.994	1.006	1.000	no	1.008	1.008	1.008	no	0.993	no	1.028	NO
YNL064C  	ydj1      	protein-mitochondrial targeting	chaperone regulator activity*	cytosol	NO	0.993	1.003	0.997	no	0.881	0.913	0.897	yes	0.971	no	0.813	YES
YNL065W  	BZR1      	drug transport*	monocarboxylic acid transporter activity*	plasma membrane	NO	0.999	1.006	1.003	no	1.010	1.015	1.013	no	1.004	no	1.028	NO
YNL066W  	SUN4      	mitochondrion organization and biogenesis	glucosidase activity	cell wall (sensu Fungi)*	NO	0.991	1.008	0.999	no	1.021	1.018	1.019	no	1.014	no	1.049	NO
YNL067W  	RPL9B     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	ND	ND	ND	no	0.906	0.940	0.923	yes	ND	no	0.992	NO
YNL068C  	FKH2      	pseudohyphal growth*	transcription factor activity	nucleus	NO	1.003	1.010	1.007	no	1.011	1.008	1.010	no	0.994	no	1.028	NO
YNL069C  	RPL16B    	protein biosynthesis	structural constituent of ribosome*	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.902	0.872	0.887	yes	0.844	0.835	0.840	yes	0.967	no	0.942	YES
YNL070W  	TOM7      	mitochondrial matrix protein import*	protein transporter activity	mitochondrial outer membrane translocase complex	NO	0.995	1.000	0.997	no	0.997	1.009	1.003	no	1.007	no	1.003	NO
YNL071W  	LAT1      	pyruvate metabolism	dihydrolipoamide S-acetyltransferase activity	mitochondrion	NO	1.003	1.014	1.009	no	0.983	0.991	0.987	no	1.008	no	0.924	YES
YNL072W  	RNH35     	DNA replication	ribonuclease H activity	nucleus	NO	0.991	1.010	1.001	no	1.015	1.004	1.013	no	1.001	no	1.013	NO
YNL073W  	MSK1      	lysyl-tRNA aminoacylation	lysine-tRNA ligase activity	mitochondrion	NO	0.999	1.008	1.002	no	0.886	0.708	0.815	yes	1.002	no	0.827	YES
YNL074C  	MLF3      	response to drug	molecular_function unknown	cytoplasm	NO	1.011	1.007	1.009	no	1.007	1.000	1.003	no	0.996	no	0.980	NO
YNL075W  	IMP4      	rRNA modification*	rRNA primary transcript binding	small nucleolar ribonucleoprotein complex*	YES	0.974	0.959	0.966	yes	ND	ND	ND	Essential	0.970	no	ND	Essential
YNL076W  	MKS1      	regulation of nitrogen utilization	transcriptional repressor activity	intracellular	NO	0.994	1.005	1.000	no	0.992	1.004	0.998	no	1.014	no	1.019	NO
YNL077W  	YNL077W   	biological_process unknown	chaperone activity	cytoplasm*	NO	1.006	1.004	1.005	no	1.013	1.005	1.009	no	0.992	no	1.021	NO
YNL078W  	YNL078W   	regulation of mitosis	molecular_function unknown	nucleus*	NO	0.980	1.008	0.994	no	1.006	1.008	1.007	no	1.005	no	1.044	NO
YNL079C  	TPM1      	establishment of cell polarity (sensu Saccharomyces)*	actin lateral binding	contractile ring (sensu Saccharomyces)*	NO	1.000	1.008	1.004	no	0.858	0.843	0.851	yes	1.007	no	0.975	NO
YNL080C  	YNL080C   	biological_process unknown	molecular_function unknown	membrane	NO	1.005	1.007	1.006	no	0.926	0.838	0.882	yes	1.001	no	0.762	YES
YNL081C  	YNL081C   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	0.997	0.994	0.996	no	0.728	0.717	0.723	yes	0.986	no	0.831	YES
YNL082W  	pms1      	meiosis*	DNA binding*	nuclear chromosome	NO	0.999	1.008	1.004	no	1.017	1.006	1.012	no	1.016	no	1.010	NO
YNL083W  	YNL083W   	transport	transporter activity	mitochondrial inner membrane	NO	ND	ND	ND	no	1.011	1.017	1.014	no	ND	no	1.038	NO
YNL084C  	END3      	actin filament organization*	cytoskeletal adaptor activity	actin cortical patch (sensu Saccharomyces)	NO	0.993	0.984	0.988	no	0.916	0.925	0.921	yes	0.963	no	0.943	YES
YNL085W  	mkt1      	viral life cycle	molecular_function unknown	cytoplasm	NO	0.979	0.999	0.988	no	1.018	1.025	1.021	no	1.006	no	1.015	NO
YNL086W  	YNL086W   	biological_process unknown	molecular_function unknown	endosome	NO	0.996	1.009	1.003	no	1.011	1.013	1.012	no	1.016	no	1.042	NO
YNL087W  	YNL087W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.988	1.010	0.999	no	1.025	1.011	1.018	no	1.003	no	1.035	NO
YNL088W  	top2      	meiotic recombination*	DNA topoisomerase type II activity	nucleus*	YES	0.972	1.004	0.985	no	ND	ND	ND	Essential	0.976	no	ND	Essential
YNL089C  	YNL089C   				NO	1.000	1.004	1.002	no	1.022	1.004	1.014	no	0.994	no	1.024	NO
YNL090W  	RHO2      	cell wall organization and biogenesis*	signal transducer activity*	intracellular	NO	0.978	1.000	0.989	no	1.010	1.013	1.011	no	1.007	no	1.021	NO
YNL091W  	YNL091W   	salinity response	molecular_function unknown	cytoplasm	NO	0.989	1.008	0.997	no	0.926	0.924	0.925	yes	1.001	no	1.010	NO
YNL092W  	YNL092W   	biological_process unknown	S-adenosylmethionine-dependent methyltransferase activity	cellular_component unknown	NO	0.965	0.990	0.977	no	1.005	1.012	1.009	no	0.987	no	1.018	NO
YNL093W  	YPT53     	protein-vacuolar targeting*	RAB small monomeric GTPase activity	late endosome	NO	0.994	1.012	1.002	no	1.025	1.030	1.027	no	1.001	no	1.049	NO
YNL094W  	YNL094W   	actin filament organization*	molecular_function unknown	actin cortical patch (sensu Saccharomyces)*	NO	0.970	0.996	0.983	no	1.003	1.003	1.003	no	0.981	no	1.014	NO
YNL095C  	YNL095C   	biological_process unknown	molecular_function unknown	integral to membrane	NO	0.995	1.002	0.999	no	1.017	1.011	1.014	no	0.996	no	1.041	NO
YNL096C  	RPS7B     	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	0.965	0.974	0.970	yes	0.924	0.900	0.912	yes	1.008	no	0.999	NO
YNL097C  	PHO23     	chromatin modification	histone deacetylase activity	nucleus*	NO	0.986	1.006	0.992	no	0.960	0.964	0.962	yes	0.999	no	0.999	NO
YNL098C  	ras2      	pseudohyphal growth*	RAS small monomeric GTPase activity	plasma membrane	NO	0.945	0.995	0.970	no	1.009	1.029	1.019	no	0.986	no	1.038	NO
YNL099C  	YNL099C   	response to oxidative stress	protein tyrosine phosphatase activity	cytoplasm	NO	0.980	1.010	0.995	no	0.998	0.973	0.985	no	1.004	no	1.020	NO
YNL100W  	YNL100W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	0.982	ND	0.982	no	1.011	1.004	1.009	no	ND	no	1.025	NO
YNL101W  	YNL101W   	neutral amino acid transport	neutral amino acid transporter activity	vacuole	NO	0.973	0.993	0.981	no	0.999	1.021	1.010	no	0.987	no	1.011	NO
YNL102W  	pol1      	DNA replication initiation*	alpha DNA polymerase activity	alpha DNA polymerase:primase complex	YES	0.969	0.983	0.976	no	ND	ND	ND	Essential	0.979	no	ND	Essential
YNL103W  	met4      	positive regulation of transcription from Pol II promoter*	transcription co-activator activity	nucleus	YES	1.018	1.002	1.010	no	ND	ND	ND	Essential	1.017	no	ND	Essential
YNL104C  	LEU4      	leucine biosynthesis	2-isopropylmalate synthase activity	cytoplasm*	NO	0.994	1.004	0.999	no	1.018	1.013	1.015	no	1.022	no	1.023	NO
YNL105W  	YNL105W   				NO	0.979	0.995	0.987	no	1.013	1.005	1.009	no	1.027	no	1.018	NO
YNL106C  	INP52     	cell wall organization and biogenesis*	inositol-polyphosphate 5-phosphatase activity	membrane fraction*	NO	0.999	1.011	1.005	no	1.004	1.003	1.003	no	1.010	no	1.011	NO
YNL107W  	YAF9      	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.005	1.002	1.003	no	0.929	0.921	0.925	yes	0.985	no	0.996	NO
YNL108C  	YNL108C   	metabolism	molecular_function unknown	cytoplasm*	NO	0.961	0.993	0.972	no	0.999	1.011	1.004	no	0.952	no	1.008	NO
YNL109W  	YNL109W   				NO	0.964	0.992	0.978	no	0.922	0.914	0.919	no	1.011	no	1.004	NO
YNL110C  	YNL110C   	ribosomal large subunit biogenesis	molecular_function unknown	nucleus*	YES	0.924	0.964	0.944	yes	ND	ND	ND	Essential	0.990	no	ND	Essential
YNL111C  	CYB5      	sterol biosynthesis	electron transporter activity	endoplasmic reticulum membrane*	NO	0.987	1.007	0.997	no	0.999	0.994	0.997	no	1.007	no	1.018	NO
YNL112W  	DBP2      	"mRNA catabolism, nonsense-mediated"	RNA helicase activity	cytoplasm*	YES	ND	ND	ND	no	ND	ND	ND	Essential	ND	no	ND	Essential
YNL113W  	rpc19     	transcription from Pol I promoter*	DNA-directed RNA polymerase activity	DNA-directed RNA polymerase III complex*	YES	0.988	0.965	0.977	no	ND	ND	ND	Essential	0.977	no	ND	Essential
YNL114C  	YNL114C   				YES	0.943	0.961	0.953	no	ND	ND	ND	Essential	0.996	no	ND	Essential
YNL115C  	YNL115C   	biological_process unknown	molecular_function unknown	vacuole (sensu Fungi)	NO	0.991	1.006	0.999	no	1.009	1.007	1.008	no	1.008	no	1.020	NO
YNL116W  	YNL116W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.990	0.993	0.992	no	1.011	1.018	1.015	no	0.996	no	1.027	NO
YNL117W  	MLS1      	glyoxylate cycle	malate synthase activity	cytoplasm*	NO	0.984	1.000	0.992	no	1.000	1.031	1.010	no	0.966	no	1.069	NO
YNL118C  	DCP2      	mRNA catabolism*	mRNA binding*	cytoplasm*	YES	0.972	0.974	0.973	yes	ND	ND	ND	Essential	0.977	no	ND	Essential
YNL119W  	YNL119W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.976	1.005	0.988	no	0.871	0.891	0.881	yes	1.009	no	0.984	NO
YNL120C  	YNL120C   				NO	0.964	0.995	0.980	no	0.897	0.874	0.889	no	1.008	no	0.987	NO
YNL121C  	TOM70     	mitochondrial matrix protein import*	protein transporter activity	mitochondrial outer membrane translocase complex	NO	0.995	1.006	1.001	no	0.948	0.949	0.948	yes	0.994	no	1.017	NO
YNL122C  	YNL122C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	0.954	0.988	0.971	no	1.010	1.025	1.017	no	0.961	no	1.037	NO
YNL123W  	YNL123W   	biological_process unknown	serine-type peptidase activity	nucleus	NO	0.992	0.997	0.995	no	1.008	1.011	1.009	no	0.976	no	1.028	NO
